id,name,type,location,price,amenities
542,Sunshine Heights,Apartment,Kondapur,8492478,"Garden, Gym, Clubhouse, Solar Water Heater"
543,Orchid Plaza,Commercial,Beeramguda,18068238,"Children's Park, Garden, Security, Gym, Home Automation"
544,Orchid Heights,Apartment,Gachibowli,12716510,"Power Backup, Garden, Gym, Home Automation, Parking, Lift"
545,Sunshine Plaza,Commercial,Beeramguda,16804540,"Security, Children's Park, Swimming Pool, Solar Water Heater, Gym"
546,Green Villas,Villa,Madhapur,17881965,"Clubhouse, Swimming Pool, Home Automation, Solar Water Heater, Lift"
547,Palm Flats,Apartment,Adibatla,7206350,"Children's Park, Swimming Pool, Solar Water Heater, Security"
548,Sunshine Gardens,Villa,Adibatla,16127650,"Garden, Clubhouse, CCTV, Security, Swimming Pool"
549,Lakeview Plaza,Commercial,Miyapur,13833280,"Gym, Solar Water Heater, CCTV, Parking, Security"
550,Skyline Arcade,Commercial,Beeramguda,12105744,"Security, Swimming Pool, Home Automation"
551,Palm Square,Commercial,Kokapet,51450876,"Children's Park, Solar Water Heater, Home Automation"
552,Skyline Arcade,Commercial,Tukkuguda,8093052,"Clubhouse, CCTV, Parking, Garden, Home Automation, Security"
553,Elite Residency,Apartment,Madhapur,9323136,"Swimming Pool, CCTV, Parking"
554,Meadow Residency,Apartment,Tukkuguda,5800582,"Power Backup, Clubhouse, Security"
555,Skyline Centre,Commercial,Miyapur,7535792,"Security, Children's Park, Home Automation, Gym"
556,Orchid Centre,Commercial,Gachibowli,18585126,"CCTV, Security, Solar Water Heater, Clubhouse"
557,Orchid Enclave,Villa,Bachupally,20610656,"Solar Water Heater, Clubhouse, Gym, Home Automation, Children's Park, Parking"
558,Maple Square,Commercial,Adibatla,18241020,"Garden, CCTV, Parking, Lift, Gym"
559,Orchid Plaza,Commercial,Gachibowli,20368411,"Gym, Lift, Home Automation, Parking"
560,Skyline Arcade,Commercial,Gachibowli,33032921,"Garden, Children's Park, Home Automation, Clubhouse, Lift, Swimming Pool"
561,Sunshine Towers,Apartment,Narsingi,6318520,"Children's Park, Solar Water Heater, Swimming Pool, Home Automation, Lift, Power Backup"
562,Orchid Towers,Apartment,Jubilee Hills,13488917,"Security, Parking, CCTV, Solar Water Heater, Gym"
563,Maple Square,Commercial,HITEC City,55698195,"Gym, Power Backup, Security"
564,Golden Towers,Apartment,Jubilee Hills,12627626,"Solar Water Heater, Clubhouse, Garden, Power Backup, Children's Park"
565,Sunshine Gardens,Villa,Kondapur,25798412,"Gym, Solar Water Heater, Security, Lift, CCTV"
566,Palm Estates,Villa,Patancheru,13348336,"Power Backup, Parking, Home Automation, Gym, Lift"
567,Meadow Flats,Apartment,Gachibowli,11801496,"Gym, Home Automation, Swimming Pool, Garden, Solar Water Heater, CCTV"
568,Lakeview Heights,Apartment,Adibatla,4080772,"Garden, Solar Water Heater, Children's Park, Swimming Pool, Parking, Clubhouse"
569,Sunshine Flats,Apartment,Jubilee Hills,18550344,"Garden, Swimming Pool, Solar Water Heater, Lift, CCTV"
570,Green Towers,Apartment,HITEC City,15382818,"Parking, Swimming Pool, Garden, Lift, CCTV, Power Backup"
571,Meadow Square,Commercial,Kokapet,12774666,"Security, Lift, Garden"
572,Maple Arcade,Commercial,Jubilee Hills,26846964,"Parking, Solar Water Heater, Gym"
573,Palm Residency,Apartment,Adibatla,6404174,"Lift, Security, Swimming Pool, Garden, Solar Water Heater"
574,Skyline Flats,Apartment,Bachupally,8307390,"Lift, Home Automation, Gym"
575,Golden Heights,Apartment,Beeramguda,5576418,"Swimming Pool, Gym, Home Automation"
576,Maple Plaza,Commercial,Beeramguda,13464990,"Swimming Pool, Security, Home Automation, Parking, CCTV"
577,Orchid Gardens,Villa,Kokapet,24036680,"Security, Lift, Parking, Clubhouse"
578,Maple Flats,Apartment,Beeramguda,4553620,"Children's Park, Garden, Swimming Pool, Gym, Security"
579,Meadow Estates,Villa,Patancheru,15039900,"CCTV, Clubhouse, Power Backup"
580,Palm Centre,Commercial,Gachibowli,28646656,"CCTV, Power Backup, Lift, Home Automation, Gym, Clubhouse"
581,Orchid Villas,Villa,Jubilee Hills,34899345,"Parking, Power Backup, CCTV"
582,Meadow Arcade,Commercial,Kokapet,62394254,"Gym, Parking, Swimming Pool"
583,Skyline Gardens,Villa,Patancheru,11349450,"Children's Park, Solar Water Heater, Power Backup"
584,Skyline Centre,Commercial,Kondapur,19609200,"Lift, Parking, Power Backup"
585,Golden Gardens,Villa,Kokapet,30071020,"Parking, Clubhouse, Home Automation, Garden, Children's Park"
586,Lakeview Gardens,Villa,Gachibowli,22388085,"Solar Water Heater, Power Backup, Garden"
587,Palm Heights,Apartment,Tukkuguda,8024387,"Security, Garden, Children's Park"
588,Orchid Towers,Apartment,Gachibowli,18659840,"Gym, Parking, Children's Park, Power Backup"
589,Sunshine Centre,Commercial,Kokapet,23566662,"Parking, Lift, Power Backup, Garden"
590,Lakeview Enclave,Villa,Kokapet,30423444,"Solar Water Heater, Children's Park, Garden, Swimming Pool, Clubhouse"
591,Lakeview Villas,Villa,HITEC City,33601095,"Children's Park, Swimming Pool, Gym, Clubhouse, Solar Water Heater"
592,Palm Centre,Commercial,HITEC City,43827189,"Clubhouse, Solar Water Heater, Children's Park"
593,Golden Flats,Apartment,Adibatla,6234410,"Clubhouse, Parking, CCTV"
594,Orchid Heights,Apartment,Bachupally,6783637,"Security, Children's Park, Power Backup"
595,Green Residency,Apartment,Tukkuguda,6730341,"Clubhouse, Power Backup, Security, Gym"
596,Orchid Estates,Villa,HITEC City,28667783,"Solar Water Heater, Power Backup, Clubhouse, Swimming Pool, Children's Park"
597,Meadow Gardens,Villa,Bachupally,26562548,"Gym, Power Backup, Solar Water Heater, Swimming Pool, Clubhouse, Children's Park"
598,Orchid Gardens,Villa,Kondapur,21581170,"Swimming Pool, Children's Park, Power Backup, Gym"
599,Elite Flats,Apartment,Kondapur,5348477,"Garden, Parking, Children's Park"
600,Skyline Villas,Villa,Bachupally,20722296,"Solar Water Heater, Security, Parking"
601,Meadow Flats,Apartment,Tukkuguda,6460950,"Home Automation, Children's Park, Lift"
602,Elite Towers,Apartment,Madhapur,9717120,"Parking, Garden, Lift, Power Backup, CCTV, Home Automation"
603,Skyline Enclave,Villa,Patancheru,16925260,"Home Automation, Lift, Children's Park, Parking, CCTV, Power Backup"
604,Sunshine Square,Commercial,Narsingi,23350502,"Gym, Garden, Power Backup, Lift, Parking, Children's Park"
605,Elite Flats,Apartment,Beeramguda,6345000,"Security, CCTV, Home Automation"
606,Skyline Enclave,Villa,Gachibowli,34922532,"Power Backup, Security, CCTV, Solar Water Heater"
607,Palm Villas,Villa,Bachupally,19940879,"Children's Park, CCTV, Parking, Power Backup, Lift"
608,Green Heights,Apartment,Tukkuguda,8419668,"Clubhouse, Home Automation, Parking, CCTV, Solar Water Heater"
609,Green Plaza,Commercial,Patancheru,10538460,"Children's Park, Gym, Garden, Security, CCTV, Lift"
610,Sunshine Plaza,Commercial,Madhapur,34513050,"Power Backup, Clubhouse, Security, Solar Water Heater, Children's Park, Parking"
611,Sunshine Plaza,Commercial,Tukkuguda,16989192,"Clubhouse, Power Backup, Lift"
612,Green Gardens,Villa,Adibatla,12069508,"Children's Park, Solar Water Heater, Clubhouse, Home Automation, CCTV"
613,Green Residency,Apartment,HITEC City,15673156,"Garden, Swimming Pool, Home Automation, Security, Parking, Gym"
614,Green Heights,Apartment,Tukkuguda,7176816,"Swimming Pool, Parking, Security, Gym, Solar Water Heater, Lift"
615,Sunshine Villas,Villa,Miyapur,11428045,"Swimming Pool, Power Backup, Security"
616,Maple Plaza,Commercial,Gachibowli,25987508,"Swimming Pool, Parking, Home Automation, Solar Water Heater"
617,Elite Villas,Villa,Tukkuguda,12628692,"Home Automation, Solar Water Heater, Power Backup"
618,Orchid Flats,Apartment,Jubilee Hills,13855884,"Security, Garden, CCTV, Lift"
619,Skyline Heights,Apartment,Gachibowli,14475806,"Clubhouse, Home Automation, CCTV, Security, Power Backup, Parking"
620,Green Flats,Apartment,Narsingi,7182840,"Security, Solar Water Heater, Children's Park"
621,Golden Centre,Commercial,Bachupally,6760512,"Solar Water Heater, Gym, Home Automation, Lift, Parking"
622,Elite Residency,Apartment,HITEC City,12335218,"Solar Water Heater, Children's Park, Parking, Home Automation, Clubhouse"
623,Green Estates,Villa,Miyapur,22137246,"Parking, Garden, Clubhouse, Home Automation, Solar Water Heater"
624,Green Heights,Apartment,HITEC City,13051682,"Children's Park, Solar Water Heater, Power Backup, Home Automation, Garden, CCTV"
625,Meadow Square,Commercial,Beeramguda,23885376,"CCTV, Garden, Lift, Gym"
626,Orchid Heights,Apartment,Bachupally,9304355,"Swimming Pool, Gym, Clubhouse, Home Automation"
627,Golden Flats,Apartment,Gachibowli,14994024,"Gym, Home Automation, Parking, Garden, Swimming Pool, CCTV"
628,Palm Heights,Apartment,Jubilee Hills,14206950,"Garden, Power Backup, Parking"
629,Orchid Arcade,Commercial,Narsingi,22835726,"Swimming Pool, Solar Water Heater, Parking, Children's Park, Lift, CCTV"
630,Palm Enclave,Villa,Patancheru,19042199,"Home Automation, Solar Water Heater, Gym, Parking, Lift, Garden"
631,Skyline Centre,Commercial,Gachibowli,39166335,"Home Automation, Children's Park, Lift, Power Backup"
632,Green Arcade,Commercial,Jubilee Hills,18219708,"CCTV, Parking, Lift"
633,Golden Heights,Apartment,Beeramguda,8698620,"CCTV, Solar Water Heater, Parking, Children's Park, Swimming Pool, Gym"
634,Sunshine Flats,Apartment,Adibatla,6030336,"Clubhouse, Children's Park, Lift, Solar Water Heater, Power Backup, Security"
635,Palm Flats,Apartment,Kokapet,10149436,"Swimming Pool, Parking, Home Automation, Gym, Power Backup"
636,Elite Square,Commercial,Tukkuguda,10185287,"Garden, Home Automation, Gym, Power Backup, Swimming Pool, Parking"
637,Sunshine Heights,Apartment,Jubilee Hills,11749350,"Children's Park, Swimming Pool, CCTV, Lift, Clubhouse"
638,Orchid Gardens,Villa,Kokapet,26009116,"Swimming Pool, Security, Children's Park, Clubhouse, CCTV"
639,Lakeview Plaza,Commercial,Kondapur,28470614,"Children's Park, Gym, Power Backup"
640,Lakeview Plaza,Commercial,Patancheru,13838132,"Garden, Lift, Security, Home Automation, Power Backup, Clubhouse"
641,Meadow Enclave,Villa,Beeramguda,15428112,"Security, Home Automation, CCTV"
642,Lakeview Enclave,Villa,Beeramguda,13015072,"Lift, Power Backup, Swimming Pool, Solar Water Heater, Garden"
643,Sunshine Centre,Commercial,Beeramguda,7368900,"Home Automation, Gym, Power Backup"
644,Golden Heights,Apartment,Bachupally,9586174,"Lift, Security, Power Backup, Swimming Pool, Parking, Gym"
645,Lakeview Arcade,Commercial,Bachupally,8583725,"Garden, Parking, Children's Park"
646,Elite Flats,Apartment,Tukkuguda,5239404,"CCTV, Gym, Solar Water Heater, Swimming Pool"
647,Sunshine Enclave,Villa,Gachibowli,39849648,"Solar Water Heater, Children's Park, Gym, Swimming Pool, Parking"
648,Maple Gardens,Villa,Narsingi,22106560,"Children's Park, Garden, Clubhouse, Home Automation"
649,Skyline Plaza,Commercial,Patancheru,23543629,"Garden, Lift, Gym, Swimming Pool, Solar Water Heater"
650,Skyline Enclave,Villa,Madhapur,18691211,"Parking, Clubhouse, Home Automation, CCTV"
651,Sunshine Heights,Apartment,Miyapur,6420134,"Power Backup, CCTV, Security, Parking, Gym"
652,Palm Gardens,Villa,HITEC City,25500740,"Lift, Solar Water Heater, Clubhouse, Home Automation"
653,Sunshine Plaza,Commercial,Kokapet,49786628,"Children's Park, CCTV, Clubhouse, Parking"
654,Orchid Plaza,Commercial,Jubilee Hills,15066027,"Swimming Pool, Gym, Lift, Home Automation, Solar Water Heater, CCTV"
655,Lakeview Enclave,Villa,Tukkuguda,13734636,"Home Automation, Solar Water Heater, Parking, Power Backup"
656,Palm Gardens,Villa,Kondapur,15940000,"Power Backup, Security, Lift"
657,Green Arcade,Commercial,Tukkuguda,8159637,"Power Backup, CCTV, Clubhouse, Gym"
658,Golden Residency,Apartment,Gachibowli,16893816,"Swimming Pool, Solar Water Heater, Parking, Home Automation, Clubhouse, Gym"
659,Meadow Gardens,Villa,Beeramguda,10610860,"Solar Water Heater, Garden, Clubhouse"
660,Lakeview Towers,Apartment,Adibatla,6217560,"Parking, Power Backup, Gym, CCTV, Home Automation, Clubhouse"
661,Meadow Towers,Apartment,Patancheru,6180750,"Security, Clubhouse, Gym, CCTV"
662,Sunshine Plaza,Commercial,HITEC City,24868168,"Swimming Pool, Security, Home Automation"
663,Lakeview Gardens,Villa,Miyapur,20053407,"Garden, Home Automation, Swimming Pool, CCTV, Children's Park"
664,Elite Centre,Commercial,Jubilee Hills,40132376,"Swimming Pool, Solar Water Heater, Security, Children's Park, Gym"
665,Elite Residency,Apartment,HITEC City,14159986,"Gym, Garden, Swimming Pool, Children's Park, Parking, Solar Water Heater"
666,Sunshine Villas,Villa,Adibatla,16640086,"Garden, Power Backup, Security, CCTV, Parking"
667,Meadow Square,Commercial,Tukkuguda,24639784,"Security, Parking, Children's Park, Clubhouse, Swimming Pool"
668,Green Villas,Villa,Gachibowli,46625955,"Children's Park, Swimming Pool, CCTV, Power Backup"
669,Meadow Centre,Commercial,Tukkuguda,14259880,"Swimming Pool, Children's Park, Garden, Parking"
670,Palm Centre,Commercial,Narsingi,13146915,"Clubhouse, CCTV, Solar Water Heater, Power Backup"
671,Maple Square,Commercial,Madhapur,30853150,"Swimming Pool, Power Backup, Security, Gym"
672,Sunshine Heights,Apartment,Miyapur,9086200,"Power Backup, Home Automation, Gym, Lift, Security, Parking"
673,Sunshine Enclave,Villa,Gachibowli,41402634,"Solar Water Heater, Power Backup, Children's Park, Parking, Home Automation, Swimming Pool"
674,Palm Plaza,Commercial,Adibatla,19327194,"Swimming Pool, Home Automation, Children's Park, Gym"
675,Golden Estates,Villa,Kokapet,25598350,"Home Automation, CCTV, Garden"
676,Palm Square,Commercial,Bachupally,10350480,"Garden, Gym, Security"
677,Palm Plaza,Commercial,Tukkuguda,25497316,"Lift, Swimming Pool, Solar Water Heater"
678,Elite Towers,Apartment,Tukkuguda,8331336,"CCTV, Lift, Power Backup, Garden, Home Automation"
679,Green Estates,Villa,Jubilee Hills,42242556,"Gym, Security, Power Backup, Parking, Lift, Home Automation"
680,Green Estates,Villa,Kokapet,33656418,"Gym, Swimming Pool, Power Backup, Parking"
681,Sunshine Plaza,Commercial,Kokapet,22495845,"Clubhouse, Lift, Garden, Swimming Pool"
682,Palm Villas,Villa,Adibatla,18407745,"Garden, Home Automation, Security, CCTV"
683,Skyline Villas,Villa,Kondapur,20782826,"Lift, Security, Children's Park, CCTV, Gym"
684,Meadow Centre,Commercial,Jubilee Hills,57933890,"Children's Park, Parking, Swimming Pool, CCTV, Security"
685,Palm Villas,Villa,Madhapur,18050904,"Clubhouse, Swimming Pool, Gym, Solar Water Heater"
686,Sunshine Gardens,Villa,Kondapur,18351672,"Swimming Pool, Security, Parking, Lift"
687,Elite Centre,Commercial,Kokapet,35986205,"Swimming Pool, Gym, Garden, Home Automation"
688,Maple Flats,Apartment,HITEC City,12755756,"Parking, Security, Swimming Pool, Garden, Gym"
689,Sunshine Centre,Commercial,Madhapur,30993360,"Solar Water Heater, Clubhouse, Power Backup"
690,Meadow Flats,Apartment,Madhapur,7602504,"Solar Water Heater, Gym, Home Automation, Parking, Swimming Pool, Children's Park"
691,Sunshine Plaza,Commercial,Kondapur,19934100,"Security, Gym, Lift, Swimming Pool"
692,Golden Residency,Apartment,Bachupally,7848130,"Solar Water Heater, Lift, Power Backup, Home Automation"
693,Meadow Gardens,Villa,Gachibowli,30268989,"Lift, Clubhouse, CCTV, Swimming Pool, Security, Parking"
694,Orchid Plaza,Commercial,Patancheru,18202356,"Swimming Pool, Home Automation, Parking, Gym, Clubhouse, Security"
695,Skyline Heights,Apartment,Patancheru,7346256,"Clubhouse, Home Automation, Power Backup, Gym, CCTV"
696,Golden Residency,Apartment,Madhapur,10376375,"Power Backup, Solar Water Heater, Swimming Pool, Garden, Lift"
697,Palm Square,Commercial,Bachupally,13865564,"Children's Park, Power Backup, Gym, Solar Water Heater"
698,Sunshine Centre,Commercial,HITEC City,30492434,"Lift, Garden, CCTV, Swimming Pool, Gym, Children's Park"
699,Maple Plaza,Commercial,Beeramguda,15671472,"Children's Park, Security, Garden, Gym, CCTV"
700,Sunshine Flats,Apartment,Gachibowli,16099414,"Swimming Pool, Gym, Parking, Children's Park"
701,Elite Centre,Commercial,Patancheru,19167432,"Garden, Lift, Security, Parking, Swimming Pool"
702,Sunshine Square,Commercial,Tukkuguda,5433025,"Parking, Solar Water Heater, Power Backup"
703,Golden Estates,Villa,Kondapur,26554248,"CCTV, Solar Water Heater, Home Automation, Power Backup"
704,Golden Plaza,Commercial,Madhapur,28448130,"Parking, Swimming Pool, Clubhouse, Solar Water Heater, Home Automation"
705,Sunshine Towers,Apartment,Bachupally,8680052,"Children's Park, Swimming Pool, Lift"
706,Maple Arcade,Commercial,Tukkuguda,15765792,"Lift, Clubhouse, Garden, Children's Park, Swimming Pool, Power Backup"
707,Lakeview Villas,Villa,Beeramguda,15597468,"Home Automation, Solar Water Heater, Gym, Parking"
708,Sunshine Residency,Apartment,Narsingi,7133800,"Children's Park, Security, Gym, CCTV"
709,Golden Arcade,Commercial,Jubilee Hills,26115312,"Swimming Pool, Parking, Home Automation, Power Backup"
710,Palm Villas,Villa,Miyapur,19982472,"Power Backup, Clubhouse, Solar Water Heater, Children's Park, Gym"
711,Elite Gardens,Villa,Madhapur,10860711,"Swimming Pool, Power Backup, Garden"
712,Maple Enclave,Villa,Jubilee Hills,23142784,"Home Automation, Lift, Children's Park"
713,Elite Estates,Villa,Adibatla,14063991,"Garden, Power Backup, Clubhouse, Children's Park"
714,Lakeview Arcade,Commercial,Gachibowli,23956110,"Lift, Power Backup, Gym"
715,Skyline Flats,Apartment,Adibatla,6166368,"Swimming Pool, Home Automation, Parking, Lift"
716,Green Plaza,Commercial,Adibatla,6777168,"Children's Park, CCTV, Parking"
717,Palm Heights,Apartment,Patancheru,5744916,"Garden, Home Automation, Lift"
718,Lakeview Residency,Apartment,Adibatla,3825470,"Parking, Children's Park, Garden, Clubhouse, Home Automation, Lift"
719,Orchid Gardens,Villa,Bachupally,23846940,"Lift, Security, Home Automation"
720,Maple Estates,Villa,Kondapur,22631930,"Clubhouse, Gym, Lift, Security, Garden"
721,Maple Villas,Villa,Jubilee Hills,29267976,"Security, Gym, Swimming Pool, Children's Park, Garden"
722,Sunshine Residency,Apartment,Adibatla,6403410,"Gym, Power Backup, Parking, Solar Water Heater, Home Automation"
723,Golden Flats,Apartment,Miyapur,6363181,"Solar Water Heater, Security, Children's Park, Clubhouse, Power Backup, Swimming Pool"
724,Maple Gardens,Villa,Kokapet,32281438,"Solar Water Heater, Power Backup, Children's Park, Garden, Swimming Pool"
725,Elite Estates,Villa,Kondapur,22661490,"Garden, Parking, Security"
726,Maple Towers,Apartment,Bachupally,7837088,"Garden, Lift, Parking, Children's Park, Home Automation, CCTV"
727,Orchid Heights,Apartment,Bachupally,8337480,"Lift, Solar Water Heater, Power Backup, Swimming Pool, Children's Park"
728,Elite Plaza,Commercial,Adibatla,6969392,"Swimming Pool, CCTV, Parking, Clubhouse, Solar Water Heater, Gym"
729,Golden Plaza,Commercial,Jubilee Hills,50888860,"Security, Clubhouse, Power Backup"
730,Sunshine Villas,Villa,Jubilee Hills,42159884,"Solar Water Heater, Swimming Pool, Power Backup, Children's Park, Security, Garden"
731,Maple Heights,Apartment,Madhapur,10730448,"Children's Park, Lift, Home Automation"
732,Golden Heights,Apartment,HITEC City,15051014,"Lift, Swimming Pool, Clubhouse, Home Automation, Power Backup"
733,Orchid Plaza,Commercial,Gachibowli,20770222,"Parking, CCTV, Lift, Security, Clubhouse, Garden"
734,Elite Gardens,Villa,Madhapur,22190580,"Security, Children's Park, Gym"
735,Elite Villas,Villa,HITEC City,22986108,"Children's Park, Swimming Pool, Garden, Gym, Security"
736,Golden Gardens,Villa,Bachupally,18475800,"Home Automation, Security, CCTV, Lift, Solar Water Heater, Gym"
737,Golden Villas,Villa,HITEC City,23250225,"Lift, Security, Power Backup, Home Automation"
738,Palm Heights,Apartment,Beeramguda,6362312,"Parking, Solar Water Heater, Clubhouse, Power Backup, Children's Park"
739,Maple Residency,Apartment,Gachibowli,8984052,"Gym, Clubhouse, Security"
740,Green Arcade,Commercial,Kondapur,16692570,"Solar Water Heater, Swimming Pool, Power Backup, Gym, Children's Park"
741,Orchid Estates,Villa,Kondapur,17287110,"Power Backup, Children's Park, Home Automation, Clubhouse, Swimming Pool"
742,Meadow Plaza,Commercial,HITEC City,45356703,"Lift, CCTV, Solar Water Heater, Power Backup, Swimming Pool"
743,Lakeview Enclave,Villa,Narsingi,18171980,"Swimming Pool, Garden, Home Automation, Children's Park"
744,Lakeview Residency,Apartment,Kokapet,16665317,"Clubhouse, CCTV, Parking, Garden, Home Automation, Lift"
745,Golden Plaza,Commercial,Patancheru,24247080,"Gym, Swimming Pool, Lift, Clubhouse"
746,Skyline Plaza,Commercial,Beeramguda,23353920,"Garden, CCTV, Gym, Children's Park, Parking, Security"
747,Skyline Flats,Apartment,Adibatla,4627488,"CCTV, Power Backup, Garden"
748,Sunshine Arcade,Commercial,Miyapur,18933376,"Power Backup, Parking, Garden"
749,Golden Flats,Apartment,HITEC City,12336198,"Power Backup, Solar Water Heater, Security"
750,Maple Enclave,Villa,Madhapur,21643552,"Solar Water Heater, CCTV, Gym, Clubhouse, Swimming Pool, Garden"
751,Lakeview Residency,Apartment,HITEC City,10286068,"Clubhouse, Swimming Pool, Garden, Lift, Parking, Home Automation"
752,Green Gardens,Villa,Beeramguda,13311359,"Garden, CCTV, Solar Water Heater, Gym, Clubhouse"
753,Elite Enclave,Villa,Jubilee Hills,42819293,"Security, Children's Park, Lift"
754,Meadow Heights,Apartment,Adibatla,6026020,"Lift, Garden, Power Backup, Home Automation, Children's Park"
755,Green Villas,Villa,Kokapet,35142528,"Solar Water Heater, Gym, Children's Park, Security"
756,Green Gardens,Villa,Beeramguda,14172480,"Lift, Swimming Pool, Gym, Garden, Security"
757,Skyline Square,Commercial,Kondapur,17213223,"Home Automation, Lift, Solar Water Heater, Parking"
758,Golden Villas,Villa,Tukkuguda,15994776,"Home Automation, CCTV, Garden, Swimming Pool, Gym"
759,Elite Towers,Apartment,Bachupally,6596681,"Security, Power Backup, Gym"
760,Orchid Flats,Apartment,Kokapet,13500095,"Gym, Home Automation, Garden"
761,Green Heights,Apartment,Patancheru,6655076,"CCTV, Swimming Pool, Parking, Children's Park, Lift, Security"
762,Elite Towers,Apartment,Bachupally,10950570,"Parking, Gym, Security, Garden"
763,Meadow Centre,Commercial,Miyapur,14170434,"Garden, Gym, Power Backup"
764,Green Gardens,Villa,Kondapur,21186774,"Solar Water Heater, CCTV, Parking, Clubhouse, Children's Park"
765,Meadow Plaza,Commercial,Gachibowli,44487030,"Parking, Home Automation, Children's Park, Solar Water Heater"
766,Green Centre,Commercial,HITEC City,12732976,"Security, Home Automation, Children's Park, CCTV, Garden, Clubhouse"
767,Lakeview Estates,Villa,Bachupally,23433342,"Clubhouse, Lift, Power Backup, CCTV"
768,Meadow Residency,Apartment,Jubilee Hills,10522519,"Clubhouse, Garden, Security, Power Backup"
769,Meadow Flats,Apartment,Jubilee Hills,12874410,"Children's Park, Swimming Pool, CCTV, Home Automation, Garden"
770,Lakeview Towers,Apartment,Jubilee Hills,12583923,"Home Automation, Parking, Garden"
771,Lakeview Towers,Apartment,Narsingi,9697536,"CCTV, Lift, Clubhouse"
772,Elite Villas,Villa,HITEC City,50451940,"Lift, Power Backup, Home Automation, Solar Water Heater"
773,Golden Gardens,Villa,Beeramguda,14243650,"Garden, Parking, CCTV, Gym, Security, Clubhouse"
774,Lakeview Arcade,Commercial,Kondapur,32314632,"Children's Park, Gym, Home Automation"
775,Palm Gardens,Villa,HITEC City,30802995,"Gym, Home Automation, Clubhouse, Swimming Pool"
776,Maple Flats,Apartment,HITEC City,16038462,"Security, Clubhouse, Lift, Children's Park"
777,Green Residency,Apartment,Patancheru,6564150,"Solar Water Heater, Garden, Parking, Home Automation"
778,Maple Centre,Commercial,Jubilee Hills,44527122,"Home Automation, CCTV, Power Backup, Garden, Solar Water Heater, Clubhouse"
779,Orchid Towers,Apartment,Gachibowli,10165077,"Gym, Parking, Power Backup, Garden, CCTV"
780,Golden Flats,Apartment,Beeramguda,4376403,"Gym, Solar Water Heater, Garden, CCTV, Clubhouse, Parking"
781,Elite Square,Commercial,Narsingi,29695877,"Security, Home Automation, Power Backup"
782,Lakeview Enclave,Villa,Jubilee Hills,27989019,"Children's Park, Solar Water Heater, Clubhouse, CCTV, Home Automation, Garden"
783,Maple Estates,Villa,HITEC City,39553731,"Parking, Power Backup, CCTV, Garden"
784,Skyline Villas,Villa,Narsingi,14641496,"Swimming Pool, Home Automation, Garden"
785,Sunshine Enclave,Villa,Beeramguda,16764144,"Gym, Swimming Pool, Security"
786,Meadow Estates,Villa,HITEC City,36842624,"Swimming Pool, Security, Power Backup"
787,Lakeview Residency,Apartment,Patancheru,4742164,"Lift, Children's Park, Swimming Pool, Gym, Security, Garden"
788,Meadow Towers,Apartment,Narsingi,6794246,"Gym, Children's Park, CCTV"
789,Skyline Towers,Apartment,HITEC City,11693105,"Power Backup, Security, CCTV, Solar Water Heater, Clubhouse, Lift"
790,Palm Centre,Commercial,Bachupally,14846528,"Children's Park, Lift, Security, Power Backup"
791,Maple Villas,Villa,HITEC City,40509966,"Lift, Clubhouse, Swimming Pool, Children's Park, Garden"
792,Green Residency,Apartment,Tukkuguda,6786990,"Lift, CCTV, Solar Water Heater"
793,Palm Centre,Commercial,Tukkuguda,10947296,"Solar Water Heater, Garden, Clubhouse, Security, Power Backup"
794,Palm Towers,Apartment,Tukkuguda,5806003,"Power Backup, Swimming Pool, Clubhouse"
795,Golden Gardens,Villa,Adibatla,14223398,"Gym, Lift, Solar Water Heater, Garden"
796,Maple Centre,Commercial,Tukkuguda,18357204,"Security, Parking, Clubhouse, Lift, Home Automation, Solar Water Heater"
797,Orchid Villas,Villa,Jubilee Hills,29360700,"Lift, CCTV, Gym, Swimming Pool"
798,Orchid Residency,Apartment,Kondapur,8229444,"CCTV, Parking, Security, Swimming Pool, Lift, Garden"
799,Orchid Heights,Apartment,Kondapur,8086176,"Power Backup, Home Automation, Garden"
800,Skyline Gardens,Villa,Beeramguda,11622322,"Lift, Parking, Clubhouse"
801,Maple Enclave,Villa,HITEC City,43463271,"CCTV, Home Automation, Gym, Clubhouse, Security, Parking"
802,Lakeview Centre,Commercial,Gachibowli,39794226,"Security, Clubhouse, Garden, Parking, Home Automation, Power Backup"
803,Sunshine Residency,Apartment,Gachibowli,15358196,"Gym, Lift, Garden"
804,Meadow Plaza,Commercial,Kondapur,12288672,"Security, Power Backup, Parking, Clubhouse, Gym"
805,Meadow Centre,Commercial,Beeramguda,12718410,"Children's Park, Clubhouse, Power Backup, Security"
806,Maple Heights,Apartment,Gachibowli,12167286,"Children's Park, Power Backup, Lift, Home Automation, Gym, Parking"
807,Skyline Heights,Apartment,Kondapur,9281427,"Solar Water Heater, Garden, Swimming Pool"
808,Orchid Gardens,Villa,Tukkuguda,12783718,"Home Automation, Gym, CCTV, Children's Park, Solar Water Heater, Swimming Pool"
809,Green Villas,Villa,Madhapur,26989144,"Parking, Lift, Home Automation, Swimming Pool"
810,Lakeview Flats,Apartment,Kokapet,15192195,"Garden, Clubhouse, Swimming Pool, Lift, Gym, Parking"
811,Golden Square,Commercial,Narsingi,13649920,"Security, Parking, Clubhouse, Solar Water Heater, Children's Park"
